VARNAME_2,population(thousand),year,population,NAME_1,ENGTYPE_2
chau thanh a,115.079,2013,115079,Hậu Giang,District
long my,102.348,2013,102348,Hậu Giang,District
long my,67.218,2013,67218,Hậu Giang,Town
nga bay,63.799,2013,63799,Hậu Giang,City
phung hiep,211.578,2013,211578,Hậu Giang,District
vi thanh,76.802,2013,76802,Hậu Giang,City
vi thuy,107.481,2013,107481,Hậu Giang,District
an bien,105.42,2013,105420,Kiên Giang,District
an minh,112.972,2013,112972,Kiên Giang,District
chau thanh,160.643,2013,160643,Kiên Giang,District
giong rieng,239.535,2013,239535,Kiên Giang,District
giang thanh,43.772,2013,43772,Kiên Giang,District
go quao,132.524,2013,132524,Kiên Giang,District
ha tien,47.916,2013,47916,Kiên Giang,City
hon dat,180.477,2013,180477,Kiên Giang,District
kien hai,17.91,2013,17910,Kiên Giang,District
kien luong,69.207,2013,69207,Kiên Giang,District
phu quoc,97.399,2013,97399,Kiên Giang,City
rach gia,243.945,2013,243945,Kiên Giang,City
tan hiep,154.695,2013,154695,Kiên Giang,District
u minh thuong,75.095,2013,75095,Kiên Giang,District
vinh thuan,130.285,2013,130285,Kiên Giang,District
ben luc,158.916,2013,158916,Long An,District
can duoc,180.884,2013,180884,Long An,District
can giuoc,182.064,2013,182064,Long An,District
chau thanh,104.861,2013,104861,Long An,District
duc hoa,233.508,2013,233508,Long An,District
duc hue,63.658,2013,63658,Long An,District
kien tuong,33.206,2013,33206,Long An,Town
moc hoa,41.509,2013,41509,Long An,District
tan an,141.037,2013,141037,Long An,City
tan hung,51,2013,51000,Long An,District
tan thanh,81.303,2013,81303,Long An,District
tan tru,66.43,2013,66430,Long An,District
thanh hoa,58.04,2013,58040,Long An,District
thu thua,94.125,2013,94125,Long An,District
vinh hung,52.104,2013,52104,Long An,District
chau thanh,106.288,2013,106288,Sóc Trăng,District
cu lao dung,47.075,2013,47075,Sóc Trăng,District
ke sach,164.953,2013,164953,Sóc Trăng,District
long phu,102.366,2013,102366,Sóc Trăng,District
my tu,117.948,2013,117948,Sóc Trăng,District
my xuyen,143.224,2013,143224,Sóc Trăng,District
nga nam,85.487,2013,85487,Sóc Trăng,Town
soc trang,151.705,2013,151705,Sóc Trăng,City
thanh tri,112.992,2013,112992,Sóc Trăng,District
tran de,179.743,2013,179743,Sóc Trăng,District
vinh chau,176.004,2013,176004,Sóc Trăng,Town
cai be,308.093,2013,308093,Tiền Giang,District
cai lay,167.752,2013,167752,Tiền Giang,District
cai lay,162.236,2013,162236,Tiền Giang,Town
cho gao,168.923,2013,168923,Tiền Giang,District
chau thanh,263.7,2013,263700,Tiền Giang,District
go cong,143.5,2013,143500,Tiền Giang,Town
go cong dong,118.569,2013,118569,Tiền Giang,District
go cong tay,135.381,2013,135381,Tiền Giang,District
my tho,231.527,2013,231527,Tiền Giang,City
tan phu dong,43.506,2013,43506,Tiền Giang,District
tan phuoc,60.767,2013,60767,Tiền Giang,District
cau ke,118.111,2013,118111,Trà Vinh,District
cau ngang,140.527,2013,140527,Trà Vinh,District
cang long,156.153,2013,156153,Trà Vinh,District
chau thanh,132.802,2013,132802,Trà Vinh,District
duyen hai,75.562,2013,75562,Trà Vinh,District
duyen hai,60.367,2013,60367,Trà Vinh,Town
tieu can,116.861,2013,116861,Trà Vinh,District
tra cu,160.145,2013,160145,Trà Vinh,District
tra vinh,120.863,2013,120863,Trà Vinh,City
binh minh,129.258,2013,129258,Vĩnh Long,Town
binh tan,64.117,2013,64117,Vĩnh Long,District
long ho,174.795,2013,174795,Vĩnh Long,District
mang thit,106.82,2013,106820,Vĩnh Long,District
tam binh,167.308,2013,167308,Vĩnh Long,District
tra on,145.166,2013,145166,Vĩnh Long,District
vinh long,146.166,2013,146166,Vĩnh Long,City
vung liem,170.207,2013,170207,Vĩnh Long,District
an phu,195.612,2014,195612,An Giang,District
cho moi,375.441,2014,375441,An Giang,District
chau doc,123.399,2014,123399,An Giang,City
chau phu,265.896,2014,265896,An Giang,District
chau thanh,182.872,2014,182872,An Giang,District
long xuyen,298.601,2014,298601,An Giang,City
phu tan,212.386,2014,212386,An Giang,District
tinh bien,131.449,2014,131449,An Giang,District
tan chau,190.325,2014,190325,An Giang,Town
thoai son,202.908,2014,202908,An Giang,District
tri ton,143.541,2014,143541,An Giang,District
bac lieu,165.249,2014,165249,Bạc Liêu,City
dong hai,158.644,2014,158644,Bạc Liêu,District
gia rai,145.834,2014,145834,Bạc Liêu,Town
hong dan,115.241,2014,115241,Bạc Liêu,District
hoa binh,125.417,2014,125417,Bạc Liêu,District
phuoc long,128.255,2014,128255,Bạc Liêu,District
vinh loi,93.374,2014,93374,Bạc Liêu,District
ben tre,133.109,2014,133109,Bến Tre,City
ba tri,203.892,2014,203892,Bến Tre,District
binh dai,143.806,2014,143806,Bến Tre,District
cho lach,130.361,2014,130361,Bến Tre,District
chau thanh,164.273,2014,164273,Bến Tre,District
giong trom,183.597,2014,183597,Bến Tre,District
mo cay bac,78.436,2014,78436,Bến Tre,District
mo cay nam,189.86,2014,189860,Bến Tre,District
thanh phu,138.984,2014,138984,Bến Tre,District
binh thuy,128.148,2014,128148,Cần Thơ,Urban District
co do,156.527,2014,156527,Cần Thơ,District
cai rang,76.649,2014,76649,Cần Thơ,Urban District
ninh kieu,258.633,2014,258633,Cần Thơ,Urban District
o mon,122.884,2014,122884,Cần Thơ,Urban District
phong dien,109.647,2014,109647,Cần Thơ,District
thot not,128.585,2014,128585,Cần Thơ,Urban District
thoi lai,198.139,2014,198139,Cần Thơ,District
vinh thanh,98.64,2014,98640,Cần Thơ,District
ca mau,237.307,2014,237307,Cà Mau,City
cai nuoc,147.018,2014,147018,Cà Mau,District
dam doi,198.37,2014,198370,Cà Mau,District
nam can,58.8,2014,58800,Cà Mau,District
ngoc hien,94.474,2014,94474,Cà Mau,District
phu tan,114.534,2014,114534,Cà Mau,District
thoi binh,144.97,2014,144970,Cà Mau,District
tran van thoi,200.966,2014,200966,Cà Mau,District
u minh,114.24,2014,114240,Cà Mau,District
cao lanh,216.095,2014,216095,Đồng Tháp,District
cao lanh,177.265,2014,177265,Đồng Tháp,City
chau thanh,161.257,2014,161257,Đồng Tháp,District
hong ngu,173.904,2014,173904,Đồng Tháp,District
hong ngu,72.66,2014,72660,Đồng Tháp,City
lap vo,191.905,2014,191905,Đồng Tháp,District
lai vung,177.536,2014,177536,Đồng Tháp,District
sa dec,114.768,2014,114768,Đồng Tháp,City
tam nong,115.599,2014,115599,Đồng Tháp,District
tan hong,98.515,2014,98515,Đồng Tháp,District
thanh binh,166.704,2014,166704,Đồng Tháp,District
thap muoi,152.343,2014,152343,Đồng Tháp,District
chau thanh,90.956,2014,90956,Hậu Giang,District
chau thanh a,115.497,2014,115497,Hậu Giang,District
long my,103.393,2014,103393,Hậu Giang,District
long my,67.951,2014,67951,Hậu Giang,Town
nga bay,64.56,2014,64560,Hậu Giang,City
phung hiep,214.302,2014,214302,Hậu Giang,District
vi thanh,77.586,2014,77586,Hậu Giang,City
vi thuy,108.532,2014,108532,Hậu Giang,District
an bien,107.475,2014,107475,Kiên Giang,District
an minh,114.133,2014,114133,Kiên Giang,District
chau thanh,162.283,2014,162283,Kiên Giang,District
giong rieng,241.967,2014,241967,Kiên Giang,District
giang thanh,44.208,2014,44208,Kiên Giang,District
go quao,133.878,2014,133878,Kiên Giang,District
ha tien,48.406,2014,48406,Kiên Giang,City
hon dat,182.323,2014,182323,Kiên Giang,District
kien hai,16.445,2014,16445,Kiên Giang,District
kien luong,69.928,2014,69928,Kiên Giang,District
phu quoc,98.274,2014,98274,Kiên Giang,City
rach gia,246.434,2014,246434,Kiên Giang,City
tan hiep,156.306,2014,156306,Kiên Giang,District
u minh thuong,74.88,2014,74880,Kiên Giang,District
vinh thuan,131.614,2014,131614,Kiên Giang,District
ben luc,160.536,2014,160536,Long An,District
can duoc,182.732,2014,182732,Long An,District
can giuoc,183.921,2014,183921,Long An,District
chau thanh,105.906,2014,105906,Long An,District
duc hoa,235.907,2014,235907,Long An,District
duc hue,64.311,2014,64311,Long An,District
kien tuong,33.545,2014,33545,Long An,Town
moc hoa,41.932,2014,41932,Long An,District
tan an,142.485,2014,142485,Long An,City
tan hung,51.523,2014,51523,Long An,District
tan thanh,82.135,2014,82135,Long An,District
tan tru,67.108,2014,67108,Long An,District
thanh hoa,58.631,2014,58631,Long An,District
thu thua,95.086,2014,95086,Long An,District
vinh hung,52.634,2014,52634,Long An,District
chau thanh,110.023,2014,110023,Sóc Trăng,District
cu lao dung,46.888,2014,46888,Sóc Trăng,District
ke sach,166.49,2014,166490,Sóc Trăng,District
long phu,106.584,2014,106584,Sóc Trăng,District
my tu,116.527,2014,116527,Sóc Trăng,District
my xuyen,143.384,2014,143384,Sóc Trăng,District
nga nam,86.361,2014,86361,Sóc Trăng,Town
soc trang,153.386,2014,153386,Sóc Trăng,City
thanh tri,114.813,2014,114813,Sóc Trăng,District
tran de,179.577,2014,179577,Sóc Trăng,District
vinh chau,177.786,2014,177786,Sóc Trăng,Town
cai be,311.237,2014,311237,Tiền Giang,District
cai lay,168.103,2014,168103,Tiền Giang,District
cai lay,165.265,2014,165265,Tiền Giang,Town
cho gao,170.649,2014,170649,Tiền Giang,District
chau thanh,265.963,2014,265963,Tiền Giang,District
go cong,144.971,2014,144971,Tiền Giang,Town
go cong dong,119.773,2014,119773,Tiền Giang,District
go cong tay,136.779,2014,136779,Tiền Giang,District
my tho,234.303,2014,234303,Tiền Giang,City
tan phu dong,43.948,2014,43948,Tiền Giang,District
tan phuoc,61.391,2014,61391,Tiền Giang,District
cau ke,119.321,2014,119321,Trà Vinh,District
cau ngang,141.962,2014,141962,Trà Vinh,District
cang long,157.831,2014,157831,Trà Vinh,District
chau thanh,133.869,2014,133869,Trà Vinh,District
duyen hai,75.197,2014,75197,Trà Vinh,District
duyen hai,62.859,2014,62859,Trà Vinh,Town
tieu can,118.024,2014,118024,Trà Vinh,District
tra cu,161.042,2014,161042,Trà Vinh,District
tra vinh,122.385,2014,122385,Trà Vinh,City
binh minh,130.566,2014,130566,Vĩnh Long,Town
binh tan,64.782,2014,64782,Vĩnh Long,District
long ho,176.575,2014,176575,Vĩnh Long,District
mang thit,107.912,2014,107912,Vĩnh Long,District
tam binh,169.022,2014,169022,Vĩnh Long,District
tra on,146.647,2014,146647,Vĩnh Long,District
vinh long,147.658,2014,147658,Vĩnh Long,City
vung liem,171.882,2014,171882,Vĩnh Long,District
an phu,197.408,2015,197408,An Giang,District
cho moi,379.167,2015,379167,An Giang,District
chau doc,124.623,2015,124623,An Giang,City
chau phu,268.587,2015,268587,An Giang,District
chau thanh,184.686,2015,184686,An Giang,District
long xuyen,301.565,2015,301565,An Giang,City
phu tan,219.502,2015,219502,An Giang,District
tinh bien,132.753,2015,132753,An Giang,District
tan chau,186.899,2015,186899,An Giang,Town
thoai son,204.922,2015,204922,An Giang,District
tri ton,144.967,2015,144967,An Giang,District
bac lieu,166.888,2015,166888,Bạc Liêu,City
dong hai,160.217,2015,160217,Bạc Liêu,District
gia rai,147.279,2015,147279,Bạc Liêu,Town
hong dan,116.383,2015,116383,Bạc Liêu,District
hoa binh,126.654,2015,126654,Bạc Liêu,District
phuoc long,129.529,2015,129529,Bạc Liêu,District
vinh loi,94.31,2015,94310,Bạc Liêu,District
ben tre,134.427,2015,134427,Bến Tre,City
ba tri,205.915,2015,205915,Bến Tre,District
binh dai,145.232,2015,145232,Bến Tre,District
cho lach,131.654,2015,131654,Bến Tre,District
chau thanh,165.906,2015,165906,Bến Tre,District
giong trom,185.419,2015,185419,Bến Tre,District
mo cay bac,79.21,2015,79210,Bến Tre,District
mo cay nam,191.75,2015,191750,Bến Tre,District
thanh phu,140.361,2015,140361,Bến Tre,District
binh thuy,129.418,2015,129418,Cần Thơ,Urban District
co do,158.066,2015,158066,Cần Thơ,District
cai rang,77.412,2015,77412,Cần Thơ,Urban District
ninh kieu,261.202,2015,261202,Cần Thơ,Urban District
o mon,124.101,2015,124101,Cần Thơ,Urban District
phong dien,110.735,2015,110735,Cần Thơ,District
thot not,129.865,2015,129865,Cần Thơ,Urban District
thoi lai,200.111,2015,200111,Cần Thơ,District
vinh thanh,99.621,2015,99621,Cần Thơ,District
ca mau,239.661,2015,239661,Cà Mau,City
cai nuoc,148.476,2015,148476,Cà Mau,District
dam doi,200.339,2015,200339,Cà Mau,District
nam can,59.376,2015,59376,Cà Mau,District
ngoc hien,95.416,2015,95416,Cà Mau,District
phu tan,115.671,2015,115671,Cà Mau,District
thoi binh,146.409,2015,146409,Cà Mau,District
tran van thoi,202.965,2015,202965,Cà Mau,District
u minh,115.378,2015,115378,Cà Mau,District
cao lanh,218.241,2015,218241,Đồng Tháp,District
cao lanh,179.023,2015,179023,Đồng Tháp,City
chau thanh,162.858,2015,162858,Đồng Tháp,District
hong ngu,162.34,2015,162340,Đồng Tháp,District
hong ngu,86.906,2015,86906,Đồng Tháp,City
lap vo,193.809,2015,193809,Đồng Tháp,District
lai vung,179.3,2015,179300,Đồng Tháp,District
sa dec,115.906,2015,115906,Đồng Tháp,City
tam nong,116.875,2015,116875,Đồng Tháp,District
tan hong,99.492,2015,99492,Đồng Tháp,District
thanh binh,168.227,2015,168227,Đồng Tháp,District
thap muoi,153.713,2015,153713,Đồng Tháp,District
chau thanh,91.855,2015,91855,Hậu Giang,District
chau thanh a,116.642,2015,116642,Hậu Giang,District
long my,104.421,2015,104421,Hậu Giang,District
long my,68.625,2015,68625,Hậu Giang,Town
nga bay,65.206,2015,65206,Hậu Giang,City
phung hiep,216.422,2015,216422,Hậu Giang,District
vi thanh,78.355,2015,78355,Hậu Giang,City
vi thuy,109.608,2015,109608,Hậu Giang,District
an bien,108.54,2015,108540,Kiên Giang,District
an minh,115.278,2015,115278,Kiên Giang,District
chau thanh,163.893,2015,163893,Kiên Giang,District
giong rieng,244.369,2015,244369,Kiên Giang,District
giang thanh,44.641,2015,44641,Kiên Giang,District
go quao,135.207,2015,135207,Kiên Giang,District
ha tien,48.888,2015,48888,Kiên Giang,City
hon dat,184.135,2015,184135,Kiên Giang,District
kien hai,16.608,2015,16608,Kiên Giang,District
kien luong,70.623,2015,70623,Kiên Giang,District
phu quoc,98.91,2015,98910,Kiên Giang,City
rach gia,248.88,2015,248880,Kiên Giang,City
tan hiep,157.857,2015,157857,Kiên Giang,District
u minh thuong,75.617,2015,75617,Kiên Giang,District
vinh thuan,132.912,2015,132912,Kiên Giang,District
ben luc,162.129,2015,162129,Long An,District
can duoc,184.545,2015,184545,Long An,District
can giuoc,185.747,2015,185747,Long An,District
chau thanh,106.957,2015,106957,Long An,District
duc hoa,238.248,2015,238248,Long An,District
duc hue,64.95,2015,64950,Long An,District
kien tuong,33.873,2015,33873,Long An,Town
moc hoa,42.35,2015,42350,Long An,District
tan an,143.899,2015,143899,Long An,City
tan hung,52.123,2015,52123,Long An,District
tan thanh,82.949,2015,82949,Long An,District
tan tru,67.774,2015,67774,Long An,District
thanh hoa,59.215,2015,59215,Long An,District
thu thua,96.031,2015,96031,Long An,District
vinh hung,53.164,2015,53164,Long An,District
chau thanh,111.119,2015,111119,Sóc Trăng,District
cu lao dung,47.353,2015,47353,Sóc Trăng,District
ke sach,168.142,2015,168142,Sóc Trăng,District
long phu,107.634,2015,107634,Sóc Trăng,District
my tu,117.676,2015,117676,Sóc Trăng,District
my xuyen,144.81,2015,144810,Sóc Trăng,District
nga nam,87.22,2015,87220,Sóc Trăng,Town
soc trang,154.912,2015,154912,Sóc Trăng,City
thanh tri,115.952,2015,115952,Sóc Trăng,District
tran de,181.361,2015,181361,Sóc Trăng,District
vinh chau,179.556,2015,179556,Sóc Trăng,Town
cai be,314.377,2015,314377,Tiền Giang,District
cai lay,169.096,2015,169096,Tiền Giang,District
cai lay,167.565,2015,167565,Tiền Giang,Town
cho gao,172.341,2015,172341,Tiền Giang,District
chau thanh,269.103,2015,269103,Tiền Giang,District
go cong,146.41,2015,146410,Tiền Giang,Town
go cong dong,120.961,2015,120961,Tiền Giang,District
go cong tay,138.137,2015,138137,Tiền Giang,District
my tho,236.148,2015,236148,Tiền Giang,City
tan phu dong,44.384,2015,44384,Tiền Giang,District
tan phuoc,61.994,2015,61994,Tiền Giang,District
cau ke,120.505,2015,120505,Trà Vinh,District
cau ngang,143.371,2015,143371,Trà Vinh,District
cang long,159.396,2015,159396,Trà Vinh,District
chau thanh,135.195,2015,135195,Trà Vinh,District
duyen hai,75.943,2015,75943,Trà Vinh,District
duyen hai,63.484,2015,63484,Trà Vinh,Town
tieu can,119.195,2015,119195,Trà Vinh,District
tra cu,162.638,2015,162638,Trà Vinh,District
tra vinh,123.602,2015,123602,Trà Vinh,City
binh minh,131.859,2015,131859,Vĩnh Long,Town
binh tan,65.429,2015,65429,Vĩnh Long,District
long ho,178.326,2015,178326,Vĩnh Long,District
mang thit,108.983,2015,108983,Vĩnh Long,District
tam binh,170.699,2015,170699,Vĩnh Long,District
tra on,148.102,2015,148102,Vĩnh Long,District
vinh long,149.123,2015,149123,Vĩnh Long,City
vung liem,173.589,2015,173589,Vĩnh Long,District
an phu,188.148,2016,188148,An Giang,District
cho moi,360.983,2016,360983,An Giang,District
chau doc,118.676,2016,118676,An Giang,City
chau phu,255.907,2016,255907,An Giang,District
chau thanh,178.791,2016,178791,An Giang,District
long xuyen,290.367,2016,290367,An Giang,City
phu tan,208.633,2016,208633,An Giang,District
tinh bien,126.403,2016,126403,An Giang,District
tan chau,178.136,2016,178136,An Giang,Town
thoai son,192.134,2016,192134,An Giang,District
tri ton,138.047,2016,138047,An Giang,District
bac lieu,162.507,2016,162507,Bạc Liêu,City
dong hai,155.969,2016,155969,Bạc Liêu,District
gia rai,143.341,2016,143341,Bạc Liêu,Town
hong dan,113.299,2016,113299,Bạc Liêu,District
hoa binh,122.686,2016,122686,Bạc Liêu,District
phuoc long,126.081,2016,126081,Bạc Liêu,District
vinh loi,92.334,2016,92334,Bạc Liêu,District
ben tre,127.948,2016,127948,Bến Tre,City
ba tri,195.848,2016,195848,Bến Tre,District
binh dai,138.132,2016,138132,Bến Tre,District
cho lach,124.144,2016,124144,Bến Tre,District
chau thanh,157.702,2016,157702,Bến Tre,District
giong trom,176.354,2016,176354,Bến Tre,District
mo cay bac,75.485,2016,75485,Bến Tre,District
mo cay nam,183.288,2016,183288,Bến Tre,District
thanh phu,133.499,2016,133499,Bến Tre,District
binh thuy,128.458,2016,128458,Cần Thơ,Urban District
co do,160.561,2016,160561,Cần Thơ,District
cai rang,78.223,2016,78223,Cần Thơ,Urban District
ninh kieu,259.323,2016,259323,Cần Thơ,Urban District
o mon,121.564,2016,121564,Cần Thơ,Urban District
phong dien,109.856,2016,109856,Cần Thơ,District
thot not,130.008,2016,130008,Cần Thơ,Urban District
thoi lai,195.82,2016,195820,Cần Thơ,District
vinh thanh,95.326,2016,95326,Cần Thơ,District
ca mau,228.808,2016,228808,Cà Mau,City
cai nuoc,141.742,2016,141742,Cà Mau,District
dam doi,191.269,2016,191269,Cà Mau,District
nam can,56.781,2016,56781,Cà Mau,District
ngoc hien,90.979,2016,90979,Cà Mau,District
phu tan,110.433,2016,110433,Cà Mau,District
thoi binh,139.784,2016,139784,Cà Mau,District
tran van thoi,193.687,2016,193687,Cà Mau,District
u minh,110.153,2016,110153,Cà Mau,District
cao lanh,208.437,2016,208437,Đồng Tháp,District
cao lanh,171.14,2016,171140,Đồng Tháp,City
chau thanh,155.618,2016,155618,Đồng Tháp,District
hong ngu,154.516,2016,154516,Đồng Tháp,District
hong ngu,83.594,2016,83594,Đồng Tháp,City
lap vo,185.158,2016,185158,Đồng Tháp,District
lai vung,171.285,2016,171285,Đồng Tháp,District
sa dec,110.719,2016,110719,Đồng Tháp,City
tam nong,111.659,2016,111659,Đồng Tháp,District
tan hong,95.054,2016,95054,Đồng Tháp,District
thanh binh,160.713,2016,160713,Đồng Tháp,District
thap muoi,146.952,2016,146952,Đồng Tháp,District
chau thanh,87.002,2016,87002,Hậu Giang,District
chau thanh a,112.639,2016,112639,Hậu Giang,District
long my,100.413,2016,100413,Hậu Giang,District
long my,65.99,2016,65990,Hậu Giang,Town
nga bay,62.646,2016,62646,Hậu Giang,City
phung hiep,208.153,2016,208153,Hậu Giang,District
vi thanh,75.35,2016,75350,Hậu Giang,City
vi thuy,105.4,2016,105400,Hậu Giang,District
an bien,107.006,2016,107006,Kiên Giang,District
an minh,113.519,2016,113519,Kiên Giang,District
chau thanh,161.596,2016,161596,Kiên Giang,District
giong rieng,240.961,2016,240961,Kiên Giang,District
giang thanh,43.36,2016,43360,Kiên Giang,District
go quao,133.316,2016,133316,Kiên Giang,District
ha tien,48.005,2016,48005,Kiên Giang,City
hon dat,181.417,2016,181417,Kiên Giang,District
kien hai,16.376,2016,16376,Kiên Giang,District
kien luong,69.995,2016,69995,Kiên Giang,District
phu quoc,97.067,2016,97067,Kiên Giang,City
rach gia,245.397,2016,245397,Kiên Giang,City
tan hiep,155.663,2016,155663,Kiên Giang,District
u minh thuong,74.712,2016,74712,Kiên Giang,District
vinh thuan,131.057,2016,131057,Kiên Giang,District
ben luc,158.457,2016,158457,Long An,District
can duoc,180.354,2016,180354,Long An,District
can giuoc,181.532,2016,181532,Long An,District
chau thanh,103.641,2016,103641,Long An,District
duc hoa,232.751,2016,232751,Long An,District
duc hue,63.455,2016,63455,Long An,District
kien tuong,32.964,2016,32964,Long An,Town
moc hoa,41.527,2016,41527,Long An,District
tan an,140.942,2016,140942,Long An,City
tan hung,50.926,2016,50926,Long An,District
tan thanh,81.041,2016,81041,Long An,District
tan tru,66.226,2016,66226,Long An,District
thanh hoa,57.869,2016,57869,Long An,District
thu thua,93.853,2016,93853,Long An,District
vinh hung,51.953,2016,51953,Long An,District
chau thanh,106.195,2016,106195,Sóc Trăng,District
cu lao dung,45.848,2016,45848,Sóc Trăng,District
ke sach,161.117,2016,161117,Sóc Trăng,District
long phu,103.268,2016,103268,Sóc Trăng,District
my tu,113.093,2016,113093,Sóc Trăng,District
my xuyen,138.964,2016,138964,Sóc Trăng,District
nga nam,83.584,2016,83584,Sóc Trăng,Town
soc trang,148.461,2016,148461,Sóc Trăng,City
thanh tri,110.654,2016,110654,Sóc Trăng,District
tran de,173.484,2016,173484,Sóc Trăng,District
vinh chau,172.064,2016,172064,Sóc Trăng,Town
cai be,307.163,2016,307163,Tiền Giang,District
cai lay,165.71,2016,165710,Tiền Giang,District
cai lay,163.281,2016,163281,Tiền Giang,Town
cho gao,178.037,2016,178037,Tiền Giang,District
chau thanh,262.975,2016,262975,Tiền Giang,District
go cong,143.257,2016,143257,Tiền Giang,Town
go cong dong,117.974,2016,117974,Tiền Giang,District
go cong tay,124.114,2016,124114,Tiền Giang,District
my tho,232.543,2016,232543,Tiền Giang,City
tan phu dong,43.373,2016,43373,Tiền Giang,District
tan phuoc,60.59,2016,60590,Tiền Giang,District
cau ke,117.496,2016,117496,Trà Vinh,District
cau ngang,139.794,2016,139794,Trà Vinh,District
cang long,155.39,2016,155390,Trà Vinh,District
chau thanh,131.87,2016,131870,Trà Vinh,District
duyen hai,74.56,2016,74560,Trà Vinh,District
duyen hai,61.173,2016,61173,Trà Vinh,Town
tieu can,116.233,2016,116233,Trà Vinh,District
tra cu,158.727,2016,158727,Trà Vinh,District
tra vinh,120.468,2016,120468,Trà Vinh,City
binh minh,127.128,2016,127128,Vĩnh Long,Town
binh tan,63.052,2016,63052,Vĩnh Long,District
long ho,171.88,2016,171880,Vĩnh Long,District
mang thit,105.07,2016,105070,Vĩnh Long,District
tam binh,164.556,2016,164556,Vĩnh Long,District
tra on,142.77,2016,142770,Vĩnh Long,District
vinh long,143.754,2016,143754,Vĩnh Long,City
vung liem,167.341,2016,167341,Vĩnh Long,District
an phu,189.928,2017,189928,An Giang,District
cho moi,364.39,2017,364390,An Giang,District
chau doc,119.796,2017,119796,An Giang,City
chau phu,258.325,2017,258325,An Giang,District
chau thanh,181.124,2017,181124,An Giang,District
long xuyen,293.106,2017,293106,An Giang,City
phu tan,210.604,2017,210604,An Giang,District
tinh bien,127.597,2017,127597,An Giang,District
tan chau,179.801,2017,179801,An Giang,Town
thoai son,193.276,2017,193276,An Giang,District
tri ton,139.318,2017,139318,An Giang,District
bac lieu,160.348,2017,160348,Bạc Liêu,City
dong hai,157.442,2017,157442,Bạc Liêu,District
gia rai,144.692,2017,144692,Bạc Liêu,Town
hong dan,114.371,2017,114371,Bạc Liêu,District
hoa binh,128.212,2017,128212,Bạc Liêu,District
phuoc long,127.272,2017,127272,Bạc Liêu,District
vinh loi,92.519,2017,92519,Bạc Liêu,District
ben tre,129.153,2017,129153,Bến Tre,City
ba tri,197.697,2017,197697,Bến Tre,District
binh dai,139.435,2017,139435,Bến Tre,District
cho lach,125.317,2017,125317,Bến Tre,District
chau thanh,159.193,2017,159193,Bến Tre,District
giong trom,178.019,2017,178019,Bến Tre,District
mo cay bac,76.198,2017,76198,Bến Tre,District
mo cay nam,185.019,2017,185019,Bến Tre,District
thanh phu,134.759,2017,134759,Bến Tre,District
binh thuy,129.638,2017,129638,Cần Thơ,Urban District
co do,161.96,2017,161960,Cần Thơ,District
cai rang,78.966,2017,78966,Cần Thơ,Urban District
ninh kieu,261.809,2017,261809,Cần Thơ,Urban District
o mon,122.712,2017,122712,Cần Thơ,Urban District
phong dien,110.886,2017,110886,Cần Thơ,District
thot not,131.39,2017,131390,Cần Thơ,Urban District
thoi lai,197.665,2017,197665,Cần Thơ,District
vinh thanh,96.214,2017,96214,Cần Thơ,District
ca mau,230.969,2017,230969,Cà Mau,City
cai nuoc,143.081,2017,143081,Cà Mau,District
dam doi,193.066,2017,193066,Cà Mau,District
nam can,59.083,2017,59083,Cà Mau,District
ngoc hien,90.364,2017,90364,Cà Mau,District
phu tan,111.474,2017,111474,Cà Mau,District
thoi binh,141.102,2017,141102,Cà Mau,District
tran van thoi,195.515,2017,195515,Cà Mau,District
u minh,111.199,2017,111199,Cà Mau,District
cao lanh,210.405,2017,210405,Đồng Tháp,District
cao lanh,172.754,2017,172754,Đồng Tháp,City
chau thanh,157.088,2017,157088,Đồng Tháp,District
hong ngu,150.412,2017,150412,Đồng Tháp,District
hong ngu,90.001,2017,90001,Đồng Tháp,City
lap vo,186.901,2017,186901,Đồng Tháp,District
lai vung,172.911,2017,172911,Đồng Tháp,District
sa dec,111.76,2017,111760,Đồng Tháp,City
tam nong,112.711,2017,112711,Đồng Tháp,District
tan hong,95.957,2017,95957,Đồng Tháp,District
thanh binh,162.23,2017,162230,Đồng Tháp,District
thap muoi,148.222,2017,148222,Đồng Tháp,District
chau thanh,87.82,2017,87820,Hậu Giang,District
chau thanh a,113.703,2017,113703,Hậu Giang,District
long my,101.366,2017,101366,Hậu Giang,District
long my,66.605,2017,66605,Hậu Giang,Town
nga bay,63.183,2017,63183,Hậu Giang,City
phung hiep,210.118,2017,210118,Hậu Giang,District
vi thanh,76.061,2017,76061,Hậu Giang,City
vi thuy,106.397,2017,106397,Hậu Giang,District
an bien,108.013,2017,108013,Kiên Giang,District
an minh,114.598,2017,114598,Kiên Giang,District
chau thanh,163.121,2017,163121,Kiên Giang,District
giong rieng,243.236,2017,243236,Kiên Giang,District
giang thanh,43.681,2017,43681,Kiên Giang,District
go quao,134.576,2017,134576,Kiên Giang,District
ha tien,48.449,2017,48449,Kiên Giang,City
hon dat,183.133,2017,183133,Kiên Giang,District
kien hai,15.399,2017,15399,Kiên Giang,District
kien luong,70.595,2017,70595,Kiên Giang,District
phu quoc,97.418,2017,97418,Kiên Giang,City
rach gia,247.713,2017,247713,Kiên Giang,City
tan hiep,157.131,2017,157131,Kiên Giang,District
u minh thuong,75.427,2017,75427,Kiên Giang,District
